agent_id,step,metric,value
4,0,emotion,0.12283012552211979
4,1,emotion,0.13735754167442613
4,2,emotion,0.1250332898868263
4,3,emotion,0.13166489919520508
4,4,emotion,0.1211103361877594
4,5,emotion,0.11536415246590814
4,6,emotion,0.11061732933717647
4,7,emotion,0.11351846815526848
4,8,emotion,0.12006285001087692
4,9,emotion,0.13996160214514164
4,10,emotion,0.13214811893860712
4,11,emotion,0.14077634731511918
4,12,emotion,0.1287435654954295
4,13,emotion,0.12197786199453821
4,14,emotion,0.1235553841582124
4,15,emotion,0.13059411400958656
4,16,emotion,0.12896757701928133
4,17,emotion,0.13228237509257262
4,18,emotion,0.13916323277998116
4,19,emotion,0.13534896466167756
4,20,emotion,0.14206179011448375
4,21,emotion,0.13558970302157755
4,0,stress,0.5471434128730944
4,1,stress,0.5314051393462466
4,2,stress,0.517345069963605
4,3,stress,0.4847321183904664
4,4,stress,0.47808874939124435
4,5,stress,0.47694148423109733
4,6,stress,0.4561374898934607
4,7,stress,0.4431565513361186
4,8,stress,0.44127286696349155
4,9,stress,0.4363439682341846
4,10,stress,0.41065918589563993
4,11,stress,0.40234013041142463
4,12,stress,0.4110762940088347
4,13,stress,0.4359799571122662
4,14,stress,0.41181619936423375
4,15,stress,0.3952599578157631
4,16,stress,0.4158029168484406
4,17,stress,0.4044910485508961
4,18,stress,0.4004776781139518
4,19,stress,0.42821975700229176
4,20,stress,0.4276184893177616
4,21,stress,0.4287285375461396
4,0,econ_security,0.592886407299407
4,1,econ_security,0.6275421103664707
4,2,econ_security,0.6410173705736966
4,3,econ_security,0.64648716596215
4,4,econ_security,0.6595700967322624
4,5,econ_security,0.6594285467314772
4,6,econ_security,0.6632166855452489
4,7,econ_security,0.671792199003012
4,8,econ_security,0.6867750105223183
4,9,econ_security,0.6952916645213237
4,10,econ_security,0.6821147863424372
4,11,econ_security,0.696616398472174
4,12,econ_security,0.695609167165779
4,13,econ_security,0.7052069830414214
4,14,econ_security,0.7100837846736264
4,15,econ_security,0.708121404252925
4,16,econ_security,0.7068988160825439
4,17,econ_security,0.7043981057049065
4,18,econ_security,0.7129857739663733
4,19,econ_security,0.718313803238245
4,20,econ_security,0.70788292345782
4,21,econ_security,0.6981427649312277
4,0,city_identity,0.6290108634094841
4,1,city_identity,0.6027597588272092
4,2,city_identity,0.5945213813959176
4,3,city_identity,0.5822890488361286
4,4,city_identity,0.5766985517786126
4,5,city_identity,0.5628635413449123
4,6,city_identity,0.5454419698540731
4,7,city_identity,0.5393502066448315
4,8,city_identity,0.5385812771673024
4,9,city_identity,0.5400504688192485
4,10,city_identity,0.529178844043465
4,11,city_identity,0.5285275915635024
4,12,city_identity,0.5214741486665304
4,13,city_identity,0.5236112038464296
4,14,city_identity,0.5194013233724587
4,15,city_identity,0.5107302877723053
4,16,city_identity,0.5096367227875075
4,17,city_identity,0.503494671963048
4,18,city_identity,0.5040097660219741
4,19,city_identity,0.5010418275134589
4,20,city_identity,0.5045856185305462
4,21,city_identity,0.5015249111298887
4,0,policy_sensitivity,0.5567534090422321
4,1,policy_sensitivity,0.5506579443988976
4,2,policy_sensitivity,0.558858829083075
4,3,policy_sensitivity,0.5522971891272266
4,4,policy_sensitivity,0.5520579418974355
4,5,policy_sensitivity,0.5594023973899237
4,6,policy_sensitivity,0.556035583065252
4,7,policy_sensitivity,0.5578665292672546
4,8,policy_sensitivity,0.5486217739773145
4,9,policy_sensitivity,0.5542263510065385
4,10,policy_sensitivity,0.545210781349698
4,11,policy_sensitivity,0.5397213392271036
4,12,policy_sensitivity,0.5453048293214785
4,13,policy_sensitivity,0.5395242020519029
4,14,policy_sensitivity,0.5442225497759722
4,15,policy_sensitivity,0.549704691711069
4,16,policy_sensitivity,0.5424653803570947
4,17,policy_sensitivity,0.5391583528469497
4,18,policy_sensitivity,0.5307812459659573
4,19,policy_sensitivity,0.5360608990215918
4,20,policy_sensitivity,0.5419026011492343
4,21,policy_sensitivity,0.5457361832820056
4,0,platform_dependence,0.6284010790155784
4,1,platform_dependence,0.6137086939878401
4,2,platform_dependence,0.6034681699922404
4,3,platform_dependence,0.588818514664846
4,4,platform_dependence,0.5694251730875817
4,5,platform_dependence,0.5523440683363627
4,6,platform_dependence,0.5389359987413816
4,7,platform_dependence,0.5375344604782945
4,8,platform_dependence,0.5254676925933727
4,9,platform_dependence,0.5143277439568286
4,10,platform_dependence,0.5159478278818789
4,11,platform_dependence,0.5166258627406493
4,12,platform_dependence,0.50866857476839
4,13,platform_dependence,0.49765327750484767
4,14,platform_dependence,0.49200335013497853
4,15,platform_dependence,0.48097605099822177
4,16,platform_dependence,0.4780349290834443
4,17,platform_dependence,0.47246425993857327
4,18,platform_dependence,0.464467376262109
4,19,platform_dependence,0.4654532767724381
4,20,platform_dependence,0.46723583022787124
4,21,platform_dependence,0.46683509987821503
4,0,risk_preference,0.445979284986451
4,1,risk_preference,0.4321391223861728
4,2,risk_preference,0.4244485827139997
4,3,risk_preference,0.4274778885033762
4,4,risk_preference,0.43336298390417555
4,5,risk_preference,0.4346299395912808
4,6,risk_preference,0.4339043185873119
4,7,risk_preference,0.42724023102538494
4,8,risk_preference,0.429867950539484
4,9,risk_preference,0.43612100266970655
4,10,risk_preference,0.4320817988130482
4,11,risk_preference,0.438501822241428
4,12,risk_preference,0.43234392808961464
4,13,risk_preference,0.4382062783317897
4,14,risk_preference,0.4297264647407197
4,15,risk_preference,0.4236766262594367
4,16,risk_preference,0.420796825279493
4,17,risk_preference,0.42059084506437683
4,18,risk_preference,0.41416341257579237
4,19,risk_preference,0.4120032917621868
4,20,risk_preference,0.4129283909749636
4,21,risk_preference,0.4179562702314424
4,0,voice_propensity,0.6314232789433959
4,1,voice_propensity,0.6205603729642212
4,2,voice_propensity,0.6105749881485588
4,3,voice_propensity,0.5939842018590421
4,4,voice_propensity,0.5833157531661762
4,5,voice_propensity,0.5713881792396629
4,6,voice_propensity,0.5633775342289898
4,7,voice_propensity,0.5517718254514343
4,8,voice_propensity,0.5340964391684944
4,9,voice_propensity,0.5315923657335644
4,10,voice_propensity,0.5238473548802384
4,11,voice_propensity,0.5220416726374097
4,12,voice_propensity,0.5227271759021458
4,13,voice_propensity,0.5084466562206532
4,14,voice_propensity,0.4959986707415728
4,15,voice_propensity,0.492128147172572
4,16,voice_propensity,0.49448170571305405
4,17,voice_propensity,0.49230660370407103
4,18,voice_propensity,0.4913821069008762
4,19,voice_propensity,0.4947788087761953
4,20,voice_propensity,0.4929917404041609
4,21,voice_propensity,0.49462059571235006
4,0,mobility_intent,0.5270656696267652
4,1,mobility_intent,0.5093036760109716
4,2,mobility_intent,0.48326325485515564
4,3,mobility_intent,0.4604447503149684
4,4,mobility_intent,0.44422603283172624
4,5,mobility_intent,0.43556676481041806
4,6,mobility_intent,0.4241040474929011
4,7,mobility_intent,0.41264544759180144
4,8,mobility_intent,0.4136828193912475
4,9,mobility_intent,0.4111936270156216
4,10,mobility_intent,0.40197824526884296
4,11,mobility_intent,0.39127108948060396
4,12,mobility_intent,0.3835088687772649
4,13,mobility_intent,0.38044538070558265
4,14,mobility_intent,0.38464244300698774
4,15,mobility_intent,0.3902319563722583
4,16,mobility_intent,0.382166322282535
4,17,mobility_intent,0.37718706497556354
4,18,mobility_intent,0.3782707347646172
4,19,mobility_intent,0.38046061068183784
4,20,mobility_intent,0.381329536001173
4,21,mobility_intent,0.3847328889363069
4,0,fatigue_debt,0.2026624063190427
4,1,fatigue_debt,0.20664808236415674
4,2,fatigue_debt,0.21151164255137647
4,3,fatigue_debt,0.19692077032795513
4,4,fatigue_debt,0.2300203920008284
4,5,fatigue_debt,0.25939538536305595
4,6,fatigue_debt,0.29108355593147844
4,7,fatigue_debt,0.288282304998681
4,8,fatigue_debt,0.28149986797632565
4,9,fatigue_debt,0.2048490441935981
4,10,fatigue_debt,0.24163734662401387
4,11,fatigue_debt,0.27393387535816044
4,12,fatigue_debt,0.2996091233900864
